title,adult,id,original_language,popularity,release_date,vote_count,vote_average,primary_genre
Sick of Myself,False,788734,no,20.848,2022-09-30,276,7.3,Comedy
Spectral,False,324670,en,20.848,2016-12-09,1694,6.466,Science Fiction
You Get Me,False,412105,en,20.847,2017-06-19,1677,5.611,Thriller
Out for Blood,False,121820,en,20.847,1992-12-16,14,4.8,Action
The Phantom,False,9826,en,20.847,1996-06-06,562,5.2,Adventure
Scrooge,False,13765,en,20.846,1970-11-05,136,6.9,Fantasy
9 Bullets,False,777831,en,20.843,2022-04-14,129,5.4,Action
Moana,False,45890,it,20.843,2009-11-01,22,6.8,Drama
Matrix génération,False,1217455,fr,20.842,2023-12-13,10,7.6,Documentary
I Choose to Believe,False,1192578,es,20.842,2023-12-07,87,7.586,Documentary
The World to Come,False,506281,en,20.839,2021-02-12,331,7.0,Romance
Private Lesson,False,1054513,tr,20.838,2022-12-16,103,6.8,Comedy
Jodhaa Akbar,False,14073,hi,20.838,2008-02-13,242,7.333,Romance
Howling II: Stirba - Werewolf Bitch,False,29794,en,20.834,1985-08-28,198,5.0,Thriller
It Happened One Night,False,3078,en,20.833,1934-02-22,1236,7.8,Comedy
A Hard Day,False,269494,ko,20.83,2014-05-29,437,7.1,Crime
The Edge,False,9433,en,20.829,1997-09-06,1152,6.8,Action
Shogun's Joy of Torture,False,99099,ja,20.828,1968-09-28,32,5.797,Horror
They Called Him Bulldozer,False,11144,it,20.826,1978-09-15,313,6.8,Action
Shock Wave,False,441531,cn,20.824,2017-04-20,175,6.7,Action
Fellini Satyricon,False,11163,it,20.824,1969-09-18,327,6.719,Drama
Those Who Wish Me Dead,False,578701,en,20.822,2021-05-05,1618,6.659,Thriller
Scooby-Doo and the Ghoul School,False,13350,en,20.822,1988-10-16,292,7.4,Animation
If I Had Wings,False,295581,en,20.821,2013-12-01,61,6.7,Drama
Vera Cruz,False,12766,en,20.821,1954-12-25,224,6.605,Western
Flawless,False,13195,en,20.82,2007-09-01,535,6.694,Crime
Cattle Queen of Montana,False,121703,en,20.815,1954-11-18,25,5.6,Western
Braddock: Missing in Action III,False,27352,en,20.815,1988-01-22,241,5.7,Action
Lovers of the Arctic Circle,False,1414,es,20.815,1998-09-04,239,7.4,Drama
Elephant Song,False,285841,en,20.812,2014-09-04,141,7.1,Drama
Gladiators of Rome,False,137548,it,20.81,2012-10-18,139,5.7,Animation
Boot Hill,False,12529,it,20.81,1969-12-20,150,5.9,Comedy
Prostitution,False,428605,ko,20.809,2016-11-24,4,5.0,Drama
Sultan,False,376812,hi,20.809,2016-07-06,218,6.9,Drama
The Harder They Fall,False,28528,en,20.805,1956-05-08,136,7.1,Drama
The Wolf Man,False,13666,en,20.805,1941-12-12,593,7.0,Horror
Hamilton 2: But Not If It Concerns Your Daughter,False,147655,sv,20.804,2012-09-07,69,6.0,Action
The Catholic School,False,747687,it,20.801,2021-10-07,411,6.208,Drama
The Master,False,68722,en,20.801,2012-09-14,2917,7.1,Drama
The Beta Test,False,749645,en,20.8,2021-10-15,208,6.1,Thriller
King Solomon's Mines,False,9838,en,20.799,1985-11-22,402,5.4,Action
All Roads Lead to Rome,False,298583,en,20.798,2016-01-14,236,5.0,Comedy
Vina: Before 7 Days,False,1148817,id,20.797,2024-05-08,5,6.3,Crime
Bon Cop Bad Cop,False,15049,fr,20.794,2006-07-06,202,6.423,Action
Sunrise,False,1216784,en,20.793,2024-01-19,31,6.1,Horror
The Incredible Burt Wonderstone,False,124459,en,20.79,2013-03-14,1410,5.7,Comedy
How I Live Now,False,162215,en,20.789,2013-09-10,856,6.7,Drama
Cat Pack: A PAW Patrol Exclusive Event,False,991833,en,20.788,2022-06-24,77,7.4,Animation
Dragon Nest: Warriors' Dawn,False,257932,zh,20.788,2014-05-20,133,7.6,Fantasy
Friday Night Lights,False,13416,en,20.788,2004-10-08,551,6.9,Drama
One from the Heart,False,41291,en,20.787,1982-02-11,174,5.9,Drama
Rough Night,False,397422,en,20.786,2017-06-15,1976,5.687,Drama
Gridman Universe,False,915403,ja,20.784,2023-03-24,19,8.4,Animation
Stage Mother,False,626020,en,20.784,2020-07-24,62,6.4,Comedy
Waterloo Bridge,False,43824,en,20.783,1940-05-17,146,7.5,Drama
We Don't Belong Here,False,334537,en,20.782,2017-04-04,37,5.7,Drama
Limelight,False,28971,en,20.782,1952-10-23,517,7.9,Romance
Mary Magdalene,False,407439,en,20.78,2018-03-15,516,6.297,Drama
The Rapsittie Street Kids: Believe in Santa,False,413817,en,20.779,2002-11-25,30,2.0,Animation
The Demoniacs,False,29130,fr,20.778,1974-12-05,79,6.0,Horror
Date with an Angel,False,28370,en,20.777,1987-11-20,97,6.7,Comedy
Curious George: Royal Monkey,False,627093,fr,20.775,2019-09-10,95,7.6,Animation
Confessions of an Invisible Girl,False,786705,pt,20.773,2021-09-22,227,6.7,Comedy
Fighting Spirit: Champion Road,False,45287,ja,20.772,2003-06-25,57,6.6,Animation
My First Summer,False,741011,en,20.769,2020-10-24,236,8.0,Drama
Killing Them Softly,False,64689,en,20.768,2012-07-30,2163,6.0,Crime
The Three Musketeers,False,41609,en,20.765,1948-10-20,136,6.7,Adventure
Tango & Cash,False,9618,en,20.765,1989-12-22,1899,6.5,Action
Holy Camp!,False,426338,es,20.763,2017-09-29,350,6.8,Comedy
Teeth,False,13121,en,20.763,2008-01-18,722,5.348,Comedy
Limbo,False,554371,en,20.762,2020-09-28,105,6.9,Drama
Half Magic,False,345935,en,20.761,2018-02-23,41,5.4,Romance
The Beast of War,False,15267,en,20.761,1988-09-14,179,7.0,War
Harriet,False,506528,en,20.76,2019-11-01,770,7.333,Drama
Anna and the King,False,1439,en,20.758,1999-12-16,764,6.8,Drama
Little Bone Lodge,False,1075335,en,20.757,2023-11-23,58,6.853,Horror
Shaolin,False,55292,zh,20.754,2011-01-20,359,6.9,Action
Dakaichi: I'm Being Harassed by the Sexiest Man of the Year—The Movie: In Spain,False,820530,ja,20.752,2021-10-09,14,7.6,Animation
A Chinese Ghost Story III,False,9048,cn,20.752,1991-07-18,86,6.4,Action
The Darkest Hour,False,71469,en,20.749,2011-12-22,1445,5.3,Horror
Leo,False,949229,ta,20.747,2023-10-18,80,6.8,Action
Padre Padrone,False,42225,it,20.746,1977-05-20,112,6.8,Drama
The Stranger,False,291151,en,20.744,2014-06-12,95,4.7,Thriller
El Gringo,False,102629,en,20.744,2012-05-10,190,6.3,Adventure
A Christmas Prince: The Royal Wedding,False,525041,en,20.742,2018-11-30,917,6.393,Romance
Touchback,False,75074,en,20.742,2011-04-13,97,6.3,Drama
The Hottie & The Nottie,False,63315,en,20.742,2008-02-08,201,2.791,Comedy
My Animal,False,1058689,en,20.741,2023-09-08,21,4.5,Fantasy
Night in Paradise,False,606523,ko,20.74,2020-09-03,248,6.929,Crime
Antrum,False,412546,en,20.739,2018-10-14,310,5.855,Horror
Rock Star,False,12508,en,20.738,2001-09-04,730,6.7,Music
The Tenant,False,11482,en,20.738,1976-05-26,1101,7.6,Thriller
Siren,False,355506,en,20.737,2016-12-02,265,6.0,Horror
Ned Kelly,False,10544,en,20.737,2003-03-22,354,6.1,Action
Justice League: Gods and Monsters,False,323027,en,20.735,2015-06-18,557,7.1,Action
5 Centimeters per Second,False,38142,ja,20.734,2007-03-03,1930,7.3,Animation
Confessions of a Shopaholic,False,20048,en,20.734,2009-02-05,2591,6.5,Comedy
Delta Force 2: The Colombian Connection,False,19086,en,20.734,1990-08-24,197,5.4,Action
Pecker,False,11855,en,20.73,1998-09-25,183,6.1,Comedy
The Chase,False,10694,en,20.727,1994-03-04,346,5.762,Adventure
"The Randall Scandal: Love, Loathing, and Vanderpump",False,1127399,en,20.726,2023-05-22,5,5.6,Documentary
Pokémon the Movie: Black - Victini and Reshiram,False,115223,ja,20.724,2011-07-16,162,6.5,Animation
Immortal,False,5552,fr,20.723,2004-03-13,400,5.7,Drama
Body Snatchers,False,4722,en,20.721,1993-06-09,412,6.1,Horror
Testament of Youth,False,284689,en,20.72,2014-10-14,743,7.3,History
Heavy Metal,False,11827,en,20.72,1981-08-07,692,6.5,Animation
Barton Fink,False,290,en,20.72,1991-08-01,1652,7.5,Comedy
Making 1899,False,1049702,en,20.717,2022-11-17,14,6.6,Documentary
The Toxic Avenger,False,15239,en,20.716,1984-05-15,542,6.3,Comedy
Gettysburg,False,10655,en,20.716,1993-10-08,292,6.9,Drama
Sauerkrautkoma,False,526997,de,20.715,2018-08-09,90,7.078,Comedy
Replicant,False,10596,en,20.715,2001-05-11,465,5.8,Action
Lavalantula,False,294562,en,20.714,2015-07-25,150,5.0,Horror
The Roast of Tom Brady,False,1278360,en,20.713,2024-05-05,28,6.8,Comedy
New Folder 2,False,397469,ko,20.713,2015-10-23,4,4.4,Drama
Passion,False,109099,en,20.712,2013-02-13,411,5.2,Thriller
Wishmaster,False,10351,en,20.712,1997-09-19,577,5.981,Horror
Welcome to the Sticks,False,8265,fr,20.712,2008-02-20,2407,6.7,Comedy
Malicious,False,1095340,en,20.711,2023-03-05,36,7.6,Horror
The 12th Man,False,435577,no,20.706,2017-12-25,529,7.2,War
Soul Food,False,29461,en,20.706,1997-09-26,79,6.3,Comedy
A Great Friend,False,1000572,fr,20.704,2023-02-22,103,6.583,Comedy
District B13,False,10045,fr,20.704,2004-11-09,1806,6.8,Action
The Beat That My Heart Skipped,False,1553,fr,20.702,2005-03-16,432,6.9,Music
Mother,False,30018,ko,20.699,2009-05-28,1459,7.7,Crime
Confession,False,1085108,en,20.698,2023-03-10,2,3.0,Thriller
Murders in the Rue Morgue,False,28435,en,20.697,1932-01-27,127,6.1,Crime
The Unbearable Lightness of Being,False,10644,en,20.697,1988-02-05,448,6.9,Drama
Remember the Night,False,29617,en,20.695,1940-01-19,98,7.4,Comedy
Forever My Girl,False,417261,en,20.694,2018-01-26,1203,7.599,Romance
Love Wrecked,False,27902,en,20.693,2005-11-01,496,5.127,Romance
The Shift,False,1108658,en,20.692,2023-11-30,46,6.6,Science Fiction
Hatchet,False,11908,en,20.692,2006-04-27,635,5.768,Comedy
The Tale of Despereaux,False,10199,en,20.691,2008-12-18,906,6.1,Adventure
Above Us the Waves,False,28909,en,20.685,1955-03-29,27,6.0,War
The Chosen,False,346170,en,20.683,2015-07-23,57,4.4,Horror
Double Team,False,9405,en,20.683,1997-04-04,750,5.128,Action
The Commuter,False,399035,en,20.682,2018-01-11,4337,6.4,Action
The Last Warrior: Emissary of Darkness,False,598014,ru,20.681,2021-12-23,52,7.0,Fantasy
Incident at Deception Ridge,False,290769,en,20.681,1994-09-15,2,3.5,TV Movie
Corsage,False,888321,de,20.68,2022-07-07,196,6.2,Drama
Blue Jasmine,False,160588,en,20.679,2013-08-01,3404,7.0,Drama
Catch and Release,False,13668,en,20.679,2006-10-20,564,5.9,Comedy
Boogeyman 2,False,14913,en,20.678,2007-10-20,262,5.4,Horror
The Dog Who Saved Christmas,False,28904,en,20.677,2009-11-09,37,5.0,Family
North to Alaska,False,6523,en,20.677,1960-11-07,112,6.6,Western
Curious George: A Halloween Boo Fest,False,256051,en,20.675,2013-09-01,69,7.1,Family
The Power of One,False,13823,en,20.674,1992-03-27,136,7.5,Drama
Vision Quest,False,30069,en,20.672,1985-02-15,124,6.4,Drama
The New Girlfriend,False,283726,fr,20.67,2014-10-11,286,6.1,Drama
Enemy,False,181886,en,20.67,2014-03-14,5779,6.9,Thriller
Lost Illusions,False,660000,fr,20.668,2021-10-20,487,7.433,Drama
A Matter of Faith,False,291348,en,20.665,2014-10-17,32,4.5,Drama
The American Soldier,False,1382217,en,20.664,2024-11-11,0,0.0,Documentary
Jacob,False,2712,en,20.664,1994-12-04,44,6.8,Adventure
Golda,False,899524,en,20.663,2023-08-23,143,6.451,Drama
Journey to Bethlehem,False,1092329,en,20.66,2023-11-09,57,7.7,Family
Captive,False,759213,en,20.66,2020-10-30,28,7.1,Thriller
Nuns on the Run,False,11131,en,20.66,1990-03-16,132,5.773,Comedy
If I Stay,False,249164,en,20.659,2014-08-21,4156,7.4,Drama
Flipper,False,36355,en,20.658,1996-05-17,309,5.5,Adventure
A War,False,348674,da,20.654,2015-09-10,205,6.6,Drama
The Mission,False,11416,en,20.653,1986-09-24,1389,7.4,Adventure
Full of It,False,29362,en,20.651,2007-03-01,125,5.3,Comedy
Colette,False,454652,en,20.649,2018-09-21,892,6.902,Drama
Solace,False,339527,en,20.649,2015-09-03,2187,6.4,Thriller
Stepfather 3,False,61964,en,20.648,1992-06-04,39,5.3,Horror
Obi-Wan Kenobi: A Jedi's Return,False,1015606,en,20.647,2022-09-07,985,6.8,Documentary
Tuff Turf,False,28410,en,20.646,1985-01-11,106,5.9,Drama
Jim Henson Idea Man,False,1273196,en,20.645,2024-05-18,27,7.8,Documentary
A Boy Called Christmas,False,615666,en,20.642,2021-11-24,698,7.4,Family
Mr. Pip,False,121830,en,20.64,2012-09-08,54,6.2,Drama
Gothika,False,4970,en,20.64,2003-11-21,2265,6.1,Horror
Dark Glasses,False,630720,it,20.638,2022-02-24,175,4.7,Drama
Front of the Class,False,63193,en,20.638,2008-12-07,228,7.8,Drama
Kicks,False,385736,en,20.637,2016-09-09,140,6.8,Drama
Category 7: The End of the World,False,42903,en,20.637,2005-11-06,71,6.1,Action
Swann in Love,False,119623,fr,20.635,1984-02-23,38,5.7,Drama
Robin and Marian,False,10786,en,20.635,1976-03-11,224,6.3,Adventure
Barefoot,False,242042,en,20.633,2014-02-02,612,6.6,Comedy
Main Hoon Na,False,14134,hi,20.633,2004-04-30,329,6.7,Drama
Visions,False,353686,en,20.629,2015-08-28,423,5.3,Horror
Giant,False,1712,en,20.629,1956-11-08,686,7.6,Drama
Safe,False,32646,en,20.628,1995-06-23,292,7.0,Drama
Tyler Perry's The Family That Preys,False,15450,en,20.628,2008-09-12,83,6.8,Drama
Bad Cat,False,355066,tr,20.624,2016-02-05,178,6.8,Comedy
Interstellar: Nolan's Odyssey,False,301959,en,20.624,2014-11-05,175,7.7,Documentary
Flowers in the Attic,False,15658,en,20.623,1987-11-20,195,6.3,Drama
Munich: The Edge of War,False,760336,en,20.621,2022-01-06,566,6.9,Drama
Maladonna,False,274291,it,20.621,1984-08-30,4,5.0,Drama
The Ron Clark Story,False,25527,en,20.621,2006-08-13,119,7.374,TV Movie
The Keeping Room,False,284284,en,20.615,2014-09-25,199,5.7,Western
The Entity,False,24740,en,20.615,1982-09-30,476,6.6,Horror
Scooby-Doo! and the Spooky Scarecrow,False,286387,en,20.611,2013-09-10,84,8.4,Animation
Gabriel,False,9997,en,20.611,2007-11-15,399,6.0,Fantasy
La Chimera,False,837335,it,20.608,2023-10-12,368,7.4,Drama
Destry Rides Again,False,43828,en,20.608,1939-11-30,157,7.1,Comedy
Hey Arnold! The Jungle Movie,False,439058,en,20.606,2018-04-26,177,7.6,Family
The Panic in Needle Park,False,27554,en,20.605,1971-06-01,320,6.8,Drama
Chronicles of the Ghostly Tribe,False,364324,zh,20.604,2015-09-30,171,6.1,Adventure
Flower and Snake 2: Sketch of Hell,False,143307,ja,20.604,1985-08-24,16,5.1,Thriller
Heartbreak Ridge,False,10015,en,20.604,1986-12-05,1009,6.9,War
Cocorico,False,973912,fr,20.603,2024-02-07,189,5.521,Comedy
The Paper,False,12280,en,20.603,1994-03-18,198,6.6,Comedy
The Claus Family,False,767896,nl,20.6,2020-12-07,130,6.004,Family
Beauty Salon: Special Service,False,452251,ko,20.598,2016-12-29,12,6.2,Romance
Dark Parasite,False,1207413,es,20.596,2023-10-25,13,5.8,Horror
Dark Angel,False,19384,en,20.595,1990-01-26,312,5.9,Action
What's Love Got to Do with It?,False,800301,en,20.593,2023-01-26,193,6.0,Romance
Amityville: The Awakening,False,203835,en,20.589,2017-06-30,1007,5.3,Horror
Adam Sandler: 100% Fresh,False,517596,en,20.581,2018-10-23,116,7.2,Comedy
Memory,False,979097,en,20.58,2023-12-22,125,7.2,Drama
Bring Him to Me,False,1059126,en,20.577,2023-11-02,31,5.8,Crime
Chasing Amy,False,2255,en,20.577,1997-04-04,1372,6.8,Comedy
Freak Show,False,440424,en,20.576,2018-01-12,117,6.9,Comedy
Equals,False,301875,en,20.576,2015-07-15,1356,6.1,Drama
Bait,False,14805,en,20.576,2000-03-17,188,5.7,Action
KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,False,532067,ja,20.575,2019-08-30,542,8.1,Animation
Dr. T & the Women,False,10763,en,20.574,2000-09-13,321,4.863,Comedy
Night of the Hunted,False,1160003,en,20.573,2023-10-12,98,6.102,Horror
Willem and Frieda: Defying the Nazis,False,1087238,en,20.573,2023-03-24,2,7.5,History
The Drug King,False,497370,ko,20.573,2018-12-19,133,6.3,Crime
Eraser,False,9268,en,20.572,1996-06-21,1785,6.1,Action
The Devil's Double,False,62630,en,20.571,2011-02-11,550,6.7,Drama
Togo,False,606856,en,20.566,2019-12-20,1996,8.2,Adventure
The Guru,False,9027,en,20.566,2002-08-21,222,5.232,Comedy
"Sex First, Love Second",False,471413,ko,20.564,2017-08-03,8,5.4,Romance
A Girl Walks Home Alone at Night,False,252171,en,20.558,2014-11-21,854,6.8,Horror
The Hand,False,42149,en,20.558,1981-04-24,135,6.011,Horror
Inuyasha the Movie 3: Swords of an Honorable Ruler,False,34295,ja,20.558,2003-12-20,138,7.685,Animation
The Angry Black Girl and Her Monster,False,1083858,en,20.555,2023-06-09,53,6.3,Horror
Anna and the Apocalypse,False,461928,en,20.555,2018-11-30,367,6.0,Horror
Tenacious D in The Pick of Destiny,False,2179,en,20.552,2006-11-22,1580,6.8,Comedy
Beyond the Law,False,650272,en,20.551,2019-12-06,85,5.2,Action
The Red Virgin,False,1118028,es,20.546,2024-09-24,4,8.6,Drama
Saint Philip Neri: I Prefer Heaven,False,121576,it,20.546,2010-09-20,63,7.3,Drama
"Alice, Darling",False,850028,en,20.545,2022-12-30,200,5.7,Thriller
RE:BORN,False,408866,ja,20.545,2016-09-24,206,7.1,Action
Barbie in the Pink Shoes,False,168903,en,20.545,2013-02-14,370,6.9,Animation
I Vitelloni,False,12548,it,20.541,1953-09-17,677,7.7,Comedy
Here on Earth,False,13539,en,20.539,2000-03-24,169,5.9,Romance
Bright,False,400106,en,20.538,2017-12-22,5603,6.2,Fantasy
Boarding House 2,False,376858,ko,20.536,2016-01-07,3,7.3,Romance
A Brush with Christmas,False,1032591,en,20.534,2022-12-18,54,5.491,TV Movie
Crazy Desire,False,116236,it,20.534,1962-03-15,50,6.41,Romance
Woodlawn,False,333596,en,20.533,2015-10-15,185,6.9,Drama
Righteous Kill,False,13389,en,20.533,2008-09-11,1221,5.9,Action
Never Kiss a Man in a Christmas Sweater,False,746034,en,20.531,2020-11-07,46,6.6,Romance
Snake Island Python,False,942951,zh,20.527,2022-02-24,28,6.4,Drama
Come Sunday,False,430446,en,20.527,2018-01-21,70,5.707,Drama
A Simple Twist of Fate,False,43535,en,20.527,1994-09-02,107,6.0,Family
Lakeview Terrace,False,13279,en,20.527,2008-09-19,1027,6.0,Drama
Bats,False,10496,en,20.523,1999-10-22,192,4.6,Horror
Attraction,False,98008,it,20.522,1969-02-26,21,5.0,Drama
The Killing Jar,False,43754,en,20.52,2010-02-14,81,5.4,Drama
Duel at Diablo,False,1403,en,20.52,1966-06-15,99,6.3,Western
The Beauty Inside,False,338729,ko,20.519,2015-08-20,261,7.7,Fantasy
Furry Vengeance,False,35169,en,20.519,2010-04-30,590,5.0,Family
Walking on Sunshine,False,267863,en,20.516,2014-06-19,244,6.3,Comedy
Offseason,False,796256,en,20.514,2022-03-11,98,5.3,Drama
Will & Harper,False,1214506,en,20.513,2024-09-12,45,7.4,Documentary
Surrogates,False,19959,en,20.513,2009-09-24,3125,6.1,Science Fiction
Doctor Who: The Day of the Doctor,False,313106,en,20.512,2013-11-23,744,8.2,Science Fiction
Roger Waters: The Wall,False,290382,en,20.512,2014-09-29,157,8.0,Music
A Nightmare on Elm Street 3: Dream Warriors,False,10072,en,20.511,1987-02-27,1765,6.7,Horror
The Odd Couple,False,11356,en,20.51,1968-05-16,561,7.5,Comedy
The Concorde... Airport '79,False,29723,en,20.509,1979-08-17,178,4.7,Action
"Don't Worry, He Won't Get Far on Foot",False,443009,en,20.507,2018-04-04,676,6.7,Comedy
Acharya,False,679919,te,20.506,2022-04-29,16,4.2,Action
My Brother's Wife,False,50724,es,20.506,2005-11-04,114,6.3,Romance
The Benetón Family,False,1181511,es,20.505,2024-03-22,36,5.6,Comedy
Nappily Ever After,False,519035,en,20.505,2018-09-21,802,7.191,Comedy
Raise Your Voice,False,14024,en,20.503,2004-08-10,826,6.5,Music
Postal,False,2728,en,20.503,2007-10-18,334,4.6,Comedy
Lumberjack Man,False,356486,en,20.5,2015-10-16,101,5.1,Horror
Krocodylus,False,28346,en,20.5,2000-12-04,39,4.4,Horror
The Importance of Being Earnest,False,9026,en,20.5,2002-05-17,469,6.837,Comedy
Fireworks,False,431819,ja,20.498,2017-08-18,337,6.6,Animation
Free Willy 2: The Adventure Home,False,9073,en,20.492,1995-07-19,578,5.9,Family
Starve Acre,False,933090,en,20.49,2024-07-26,47,6.0,Horror
Reflections in a Golden Eye,False,3547,en,20.49,1967-10-13,129,6.442,Drama
"Live Twice, Love Once",False,613090,es,20.489,2019-09-06,338,7.5,Comedy
Intruders,False,333674,en,20.488,2015-06-12,464,5.9,Drama
Little Italy,False,52913,it,20.486,1978-10-10,29,6.0,Comedy
The Seeding,False,1118033,en,20.483,2024-01-26,32,5.2,Horror
The Red Turtle,False,337703,fr,20.482,2016-03-27,1252,7.5,Animation
The Snitch Cartel,False,136735,es,20.482,2011-11-11,74,7.1,Drama
The Rapture,False,1411,en,20.482,1991-10-04,78,5.9,Mystery
The Bay,False,123105,en,20.481,2012-09-13,748,5.752,Horror
Concussion,False,321741,en,20.479,2015-11-12,2520,7.1,Drama
The Sitter,False,57431,en,20.479,2011-12-09,922,5.6,Comedy
Bounce,False,10862,en,20.478,2000-11-15,384,5.793,Drama
Under Wraps,False,763873,en,20.476,2021-10-01,92,6.8,Family
Whirlpool,False,29106,en,20.476,1950-01-13,77,6.4,Thriller
Death's Roulette,False,1114905,es,20.475,2023-05-05,206,6.381,Thriller
Nightmares,False,682201,vi,20.475,2022-08-26,26,7.2,Horror
The Hero,False,425751,en,20.473,2017-06-09,225,6.1,Drama
The Break-Up,False,9767,en,20.473,2006-06-01,2643,5.9,Romance
Black Adam: Saviour or Destroyer?,False,1040330,en,20.47,2022-10-15,409,7.0,Documentary
Taking Lives,False,11081,en,20.47,2004-03-19,1590,6.4,Thriller
The China Syndrome,False,988,en,20.463,1979-03-16,449,7.2,Drama
You Do You,False,1128568,tr,20.462,2023-06-09,109,6.298,Comedy
Dashing Through the Snow,False,1001884,en,20.462,2023-11-16,106,6.3,Fantasy
Tucker and Dale vs. Evil,False,46838,en,20.462,2010-01-22,2726,7.4,Comedy
Reform School Girls,False,29492,en,20.46,1986-08-22,54,5.8,Action
The Boss Baby: Get That Baby!,False,735364,en,20.459,2020-09-01,70,6.3,Comedy
